temp_c,umidade,pressao,co2,radiacao,label,classe
24.5,46.6,102.1,2969,0.168,3,AR_CRITICO
24.12,53.5,101.19,1772,0.402,3,AR_CRITICO
16.62,44.3,90.07,856,0.52,2,RISCO_DESPRESSURIZACAO
42.53,38.1,102.07,697,0.34,1,SOBRECARGA_TERMICA
43.42,35.6,99.86,887,0.277,1,SOBRECARGA_TERMICA
22.68,45.3,99.63,465,0.284,0,NOMINAL
28.86,71.2,100.9,2912,0.181,3,AR_CRITICO
13.77,37.9,87.21,710,0.622,2,RISCO_DESPRESSURIZACAO
27.92,66.0,99.97,2916,0.476,3,AR_CRITICO
24.88,65.7,102.22,3058,0.541,3,AR_CRITICO
22.26,36.2,87.01,634,0.68,2,RISCO_DESPRESSURIZACAO
45.65,34.1,101.93,615,0.248,1,SOBRECARGA_TERMICA
19.11,44.3,99.95,627,0.357,0,NOMINAL
39.16,24.0,103.27,976,0.316,1,SOBRECARGA_TERMICA
26.27,37.0,102.24,3418,0.099,3,AR_CRITICO
37.2,34.3,102.24,925,0.277,1,SOBRECARGA_TERMICA
31.18,52.0,100.14,1982,0.271,3,AR_CRITICO
21.05,54.7,85.28,600,0.487,2,RISCO_DESPRESSURIZACAO
36.71,37.6,101.26,634,0.38,1,SOBRECARGA_TERMICA
17.84,39.9,86.9,881,0.277,2,RISCO_DESPRESSURIZACAO
24.77,51.8,98.61,2387,0.324,3,AR_CRITICO
16.18,30.3,84.17,756,0.398,2,RISCO_DESPRESSURIZACAO
27.79,40.8,103.79,2542,0.398,3,AR_CRITICO
18.23,53.6,85.27,656,0.107,2,RISCO_DESPRESSURIZACAO
26.11,86.1,100.92,2540,0.461,3,AR_CRITICO
21.87,49.4,86.2,755,0.05,2,RISCO_DESPRESSURIZACAO
19.1,56.2,95.43,904,0.336,0,NOMINAL
21.76,46.5,84.76,1368,0.264,2,RISCO_DESPRESSURIZACAO
41.88,23.9,101.2,1442,0.244,1,SOBRECARGA_TERMICA
19.85,46.5,101.55,2810,0.255,3,AR_CRITICO
40.89,24.4,100.59,478,0.187,1,SOBRECARGA_TERMICA
28.93,64.1,98.82,2001,0.34,3,AR_CRITICO
28.21,59.9,100.36,3578,0.36,3,AR_CRITICO
23.2,36.8,99.26,628,0.245,0,NOMINAL
21.99,54.4,100.57,1878,0.288,3,AR_CRITICO
19.04,45.3,100.41,1157,0.217,0,NOMINAL
24.21,44.5,102.13,679,0.348,0,NOMINAL
17.93,57.4,91.23,595,0.455,2,RISCO_DESPRESSURIZACAO
16.54,51.1,88.02,618,0.478,2,RISCO_DESPRESSURIZACAO
21.73,42.7,81.04,913,0.628,2,RISCO_DESPRESSURIZACAO
18.47,42.2,102.66,443,0.321,0,NOMINAL
39.57,31.9,101.84,426,0.303,1,SOBRECARGA_TERMICA
18.79,30.9,90.58,554,0.375,2,RISCO_DESPRESSURIZACAO
30.25,42.2,101.62,2661,0.476,3,AR_CRITICO
20.82,50.7,98.87,797,0.202,0,NOMINAL
39.8,26.7,101.11,742,0.198,1,SOBRECARGA_TERMICA
21.08,45.4,88.83,730,0.263,2,RISCO_DESPRESSURIZACAO
19.59,71.1,104.03,2489,0.13,3,AR_CRITICO
20.6,49.3,98.57,1849,0.288,3,AR_CRITICO
27.85,46.0,101.8,808,0.437,0,NOMINAL
19.2,43.3,84.18,802,0.05,2,RISCO_DESPRESSURIZACAO
21.67,45.6,102.72,2457,0.307,3,AR_CRITICO
39.19,42.5,102.3,1238,0.21,1,SOBRECARGA_TERMICA
23.53,65.0,101.03,2676,0.223,3,AR_CRITICO
38.81,44.6,96.89,705,0.18,1,SOBRECARGA_TERMICA
31.02,60.1,101.62,2618,0.323,3,AR_CRITICO
16.24,49.7,94.57,830,0.506,2,RISCO_DESPRESSURIZACAO
22.7,44.5,99.72,744,0.265,0,NOMINAL
12.81,51.0,85.67,968,0.594,2,RISCO_DESPRESSURIZACAO
7.21,37.8,82.55,735,0.677,2,RISCO_DESPRESSURIZACAO
22.81,55.1,102.67,2113,0.397,3,AR_CRITICO
21.95,48.5,103.17,3362,0.281,3,AR_CRITICO
19.94,67.9,100.69,3218,0.222,3,AR_CRITICO
43.35,39.4,98.66,604,0.283,1,SOBRECARGA_TERMICA
27.82,66.4,101.1,2643,0.215,3,AR_CRITICO
12.05,67.1,99.67,2713,0.461,3,AR_CRITICO
19.45,50.9,100.79,855,0.26,0,NOMINAL
29.14,40.8,95.01,1916,0.281,3,AR_CRITICO
27.72,24.0,84.8,631,0.365,2,RISCO_DESPRESSURIZACAO
20.16,61.2,97.32,976,0.269,0,NOMINAL
17.61,49.1,87.77,719,0.523,2,RISCO_DESPRESSURIZACAO
25.89,73.1,99.77,3170,0.493,3,AR_CRITICO
16.82,44.9,94.94,881,0.616,2,RISCO_DESPRESSURIZACAO
22.22,67.2,95.48,3904,0.267,3,AR_CRITICO
38.24,21.1,101.45,1017,0.238,1,SOBRECARGA_TERMICA
14.68,40.1,93.53,564,0.071,2,RISCO_DESPRESSURIZACAO
22.55,45.4,102.87,732,0.308,0,NOMINAL
38.9,58.1,101.88,1173,0.253,1,SOBRECARGA_TERMICA
47.81,44.8,101.91,574,0.197,1,SOBRECARGA_TERMICA
23.91,71.8,103.52,2274,0.136,3,AR_CRITICO
27.13,52.2,103.85,3514,0.308,3,AR_CRITICO
20.82,54.5,100.73,685,0.329,0,NOMINAL
14.3,45.3,99.39,831,0.263,0,NOMINAL
38.93,43.4,99.87,1426,0.294,1,SOBRECARGA_TERMICA
21.46,44.5,100.92,614,0.274,0,NOMINAL
22.66,24.5,100.97,393,0.279,0,NOMINAL
22.27,48.1,100.69,769,0.291,0,NOMINAL
41.82,25.9,101.34,822,0.507,1,SOBRECARGA_TERMICA
16.8,52.2,90.17,983,0.407,2,RISCO_DESPRESSURIZACAO
18.28,42.1,84.39,747,0.43,2,RISCO_DESPRESSURIZACAO
28.52,32.8,91.45,699,0.131,2,RISCO_DESPRESSURIZACAO
20.07,43.2,83.85,866,0.682,2,RISCO_DESPRESSURIZACAO
32.64,58.7,99.67,2689,0.271,3,AR_CRITICO
39.47,23.5,99.89,804,0.462,1,SOBRECARGA_TERMICA
18.01,38.7,83.38,753,0.431,2,RISCO_DESPRESSURIZACAO
22.59,33.4,80.53,350,0.305,2,RISCO_DESPRESSURIZACAO
36.58,50.8,98.52,798,0.282,1,SOBRECARGA_TERMICA
28.15,55.2,88.86,673,0.542,2,RISCO_DESPRESSURIZACAO
38.31,31.6,100.9,920,0.385,1,SOBRECARGA_TERMICA
18.88,39.8,100.27,771,0.398,0,NOMINAL
24.52,77.3,100.68,1714,0.336,3,AR_CRITICO
26.22,49.0,101.0,1267,0.481,1,SOBRECARGA_TERMICA
16.75,44.7,79.5,698,0.295,2,RISCO_DESPRESSURIZACAO
22.76,38.2,90.63,580,0.43,2,RISCO_DESPRESSURIZACAO
27.73,60.5,102.63,1739,0.2,3,AR_CRITICO
17.48,60.9,85.65,774,0.577,2,RISCO_DESPRESSURIZACAO
28.07,63.6,100.6,2886,0.271,3,AR_CRITICO
38.22,36.8,103.86,777,0.382,1,SOBRECARGA_TERMICA
29.59,63.6,103.28,2113,0.334,3,AR_CRITICO
10.5,37.4,83.56,709,0.341,2,RISCO_DESPRESSURIZACAO
22.87,59.6,103.43,3539,0.158,3,AR_CRITICO
35.16,25.7,103.51,1209,0.321,1,SOBRECARGA_TERMICA
34.88,40.0,100.92,1161,0.481,1,SOBRECARGA_TERMICA
16.93,37.7,81.42,675,0.511,2,RISCO_DESPRESSURIZACAO
19.91,49.8,102.97,717,0.316,0,NOMINAL
32.96,42.3,101.07,736,0.225,1,SOBRECARGA_TERMICA
14.59,65.2,86.28,648,0.572,2,RISCO_DESPRESSURIZACAO
18.82,29.3,87.27,716,0.72,2,RISCO_DESPRESSURIZACAO
42.15,51.8,101.05,935,0.202,1,SOBRECARGA_TERMICA
21.42,49.7,81.85,484,0.504,2,RISCO_DESPRESSURIZACAO
22.62,47.4,82.88,863,0.263,2,RISCO_DESPRESSURIZACAO
32.59,19.4,100.02,1104,0.407,1,SOBRECARGA_TERMICA
19.31,48.8,79.65,350,0.456,2,RISCO_DESPRESSURIZACAO
11.94,39.9,82.19,672,0.418,2,RISCO_DESPRESSURIZACAO
22.18,46.9,88.98,508,0.147,2,RISCO_DESPRESSURIZACAO
28.26,57.1,100.75,2265,0.253,3,AR_CRITICO
14.86,40.5,86.21,563,0.496,2,RISCO_DESPRESSURIZACAO
25.49,50.1,101.52,2883,0.208,3,AR_CRITICO
18.83,48.3,86.64,560,0.414,2,RISCO_DESPRESSURIZACAO
17.9,40.6,84.15,1145,0.192,2,RISCO_DESPRESSURIZACAO
16.98,36.2,84.73,408,0.263,2,RISCO_DESPRESSURIZACAO
25.21,63.0,100.37,3206,0.353,3,AR_CRITICO
25.09,50.4,101.85,2353,0.234,3,AR_CRITICO
15.37,41.8,86.86,760,0.338,2,RISCO_DESPRESSURIZACAO
43.33,49.6,102.1,1222,0.269,1,SOBRECARGA_TERMICA
45.4,36.8,101.17,1396,0.419,1,SOBRECARGA_TERMICA
12.27,37.2,85.5,527,0.554,2,RISCO_DESPRESSURIZACAO
26.43,60.0,104.03,2020,0.388,3,AR_CRITICO
15.38,56.8,84.64,619,0.332,2,RISCO_DESPRESSURIZACAO
48.88,39.9,101.25,746,0.163,1,SOBRECARGA_TERMICA
40.18,37.1,101.76,1056,0.237,1,SOBRECARGA_TERMICA
16.94,60.5,100.42,937,0.464,0,NOMINAL
18.65,37.3,85.59,661,0.779,2,RISCO_DESPRESSURIZACAO
18.88,58.9,100.37,2904,0.346,3,AR_CRITICO
19.66,60.4,88.96,1010,0.185,2,RISCO_DESPRESSURIZACAO
30.23,44.1,102.57,3533,0.367,3,AR_CRITICO
17.66,38.0,99.58,777,0.521,0,NOMINAL
39.36,42.5,102.13,1294,0.229,1,SOBRECARGA_TERMICA
19.7,31.4,99.41,777,0.226,0,NOMINAL
38.23,28.0,100.34,803,0.269,1,SOBRECARGA_TERMICA
17.59,45.4,88.02,620,0.634,2,RISCO_DESPRESSURIZACAO
24.65,60.5,97.94,2329,0.204,3,AR_CRITICO
35.92,42.5,99.6,856,0.235,1,SOBRECARGA_TERMICA
19.47,43.8,101.38,685,0.201,0,NOMINAL
20.58,61.1,100.74,540,0.221,0,NOMINAL
40.56,25.5,102.39,1159,0.296,1,SOBRECARGA_TERMICA
22.69,46.1,101.36,702,0.274,0,NOMINAL
24.04,56.1,104.25,2404,0.191,3,AR_CRITICO
42.79,38.3,100.62,932,0.14,1,SOBRECARGA_TERMICA
24.29,41.9,80.6,856,0.43,2,RISCO_DESPRESSURIZACAO
35.58,25.1,99.53,792,0.235,1,SOBRECARGA_TERMICA
19.41,50.2,84.79,1376,0.522,2,RISCO_DESPRESSURIZACAO
26.51,59.6,102.74,3560,0.34,3,AR_CRITICO
27.7,68.2,100.92,2157,0.318,3,AR_CRITICO
39.08,41.5,101.99,1161,0.456,1,SOBRECARGA_TERMICA
11.04,39.0,86.79,835,0.134,2,RISCO_DESPRESSURIZACAO
19.84,50.4,101.21,350,0.402,0,NOMINAL
40.92,31.1,101.12,1431,0.324,1,SOBRECARGA_TERMICA
26.61,39.6,98.29,2864,0.283,3,AR_CRITICO
23.01,37.4,102.77,628,0.246,0,NOMINAL
24.14,47.8,102.64,2996,0.223,3,AR_CRITICO
20.98,62.3,98.74,3425,0.445,3,AR_CRITICO
26.54,60.5,101.36,1943,0.236,3,AR_CRITICO
17.21,47.5,85.79,733,0.634,2,RISCO_DESPRESSURIZACAO
26.81,32.2,97.68,796,0.347,0,NOMINAL
21.79,42.0,101.49,596,0.375,0,NOMINAL
19.53,62.6,96.93,436,0.497,2,RISCO_DESPRESSURIZACAO
22.16,58.3,95.86,995,0.289,0,NOMINAL
23.0,42.8,88.1,435,0.325,2,RISCO_DESPRESSURIZACAO
40.08,34.8,98.69,905,0.318,1,SOBRECARGA_TERMICA
13.99,31.9,90.51,940,0.789,2,RISCO_DESPRESSURIZACAO
25.49,52.2,101.56,3488,0.234,3,AR_CRITICO
37.5,30.5,99.36,1253,0.167,1,SOBRECARGA_TERMICA
18.21,43.3,83.75,884,0.417,2,RISCO_DESPRESSURIZACAO
24.13,44.3,100.93,746,0.23,0,NOMINAL
26.75,60.5,101.26,2992,0.105,3,AR_CRITICO
40.29,44.5,99.92,799,0.392,1,SOBRECARGA_TERMICA
21.14,52.2,98.93,892,0.291,0,NOMINAL
20.63,49.0,101.52,640,0.199,0,NOMINAL
30.97,64.3,101.0,3295,0.159,3,AR_CRITICO
49.62,29.7,102.19,994,0.355,1,SOBRECARGA_TERMICA
16.22,40.8,104.95,2584,0.31,3,AR_CRITICO
30.9,48.6,96.7,839,0.216,1,SOBRECARGA_TERMICA
34.32,38.5,99.97,1138,0.351,1,SOBRECARGA_TERMICA
38.82,31.3,101.55,897,0.424,1,SOBRECARGA_TERMICA
22.94,44.2,98.47,835,0.276,0,NOMINAL
42.98,32.3,95.53,1284,0.417,1,SOBRECARGA_TERMICA
20.77,29.1,85.62,849,0.407,2,RISCO_DESPRESSURIZACAO
22.48,58.2,95.8,672,0.458,0,NOMINAL
41.35,48.8,99.95,542,0.265,1,SOBRECARGA_TERMICA
27.12,61.1,99.73,2046,0.407,3,AR_CRITICO
38.02,47.5,100.0,886,0.296,1,SOBRECARGA_TERMICA
23.61,72.4,101.61,2554,0.306,3,AR_CRITICO
26.22,35.2,100.51,593,0.441,0,NOMINAL
19.82,50.7,102.37,598,0.305,0,NOMINAL
18.64,32.1,93.18,452,0.61,2,RISCO_DESPRESSURIZACAO
39.92,40.2,102.64,1164,0.401,1,SOBRECARGA_TERMICA
17.96,34.3,88.83,480,0.395,2,RISCO_DESPRESSURIZACAO
45.19,38.3,95.28,1491,0.477,1,SOBRECARGA_TERMICA
39.64,33.3,101.46,799,0.425,1,SOBRECARGA_TERMICA
18.42,50.7,86.0,553,0.381,2,RISCO_DESPRESSURIZACAO
15.31,70.9,101.34,2395,0.173,3,AR_CRITICO
23.23,48.6,101.86,2905,0.44,3,AR_CRITICO
23.85,42.2,101.49,793,0.276,0,NOMINAL
35.59,22.8,103.22,1367,0.556,1,SOBRECARGA_TERMICA
17.12,44.5,91.36,528,0.402,2,RISCO_DESPRESSURIZACAO
15.64,34.9,88.18,681,0.834,2,RISCO_DESPRESSURIZACAO
28.06,42.1,99.75,2071,0.151,3,AR_CRITICO
17.02,28.5,87.63,503,0.65,2,RISCO_DESPRESSURIZACAO
19.6,54.0,104.33,3025,0.39,3,AR_CRITICO
21.72,45.3,101.54,806,0.291,0,NOMINAL
25.1,70.9,92.56,3559,0.089,3,AR_CRITICO
43.13,23.7,102.69,1334,0.236,1,SOBRECARGA_TERMICA
16.63,56.0,84.41,560,0.696,2,RISCO_DESPRESSURIZACAO
25.44,60.4,101.07,2701,0.38,3,AR_CRITICO
15.83,67.2,100.48,2858,0.368,3,AR_CRITICO
38.43,58.4,100.49,1110,0.385,1,SOBRECARGA_TERMICA
21.44,43.5,83.82,611,0.553,2,RISCO_DESPRESSURIZACAO
16.32,54.4,80.71,1341,0.842,2,RISCO_DESPRESSURIZACAO
27.47,76.1,102.14,2468,0.439,3,AR_CRITICO
22.15,42.7,100.05,644,0.33,0,NOMINAL
26.95,43.6,94.09,712,0.362,0,NOMINAL
22.85,45.5,97.86,2782,0.187,3,AR_CRITICO
42.32,43.4,103.44,1403,0.41,1,SOBRECARGA_TERMICA
22.25,55.2,99.36,2931,0.328,3,AR_CRITICO
34.95,31.0,99.37,1029,0.255,1,SOBRECARGA_TERMICA
23.86,36.8,100.66,720,0.312,0,NOMINAL
34.58,32.7,104.47,1012,0.311,1,SOBRECARGA_TERMICA
26.93,64.5,101.03,3023,0.413,3,AR_CRITICO
19.96,45.3,102.94,823,0.272,0,NOMINAL
21.92,49.0,98.44,1191,0.211,0,NOMINAL
39.29,39.0,96.41,1443,0.36,1,SOBRECARGA_TERMICA
14.14,62.5,98.69,1639,0.271,3,AR_CRITICO
39.38,43.2,103.71,835,0.397,1,SOBRECARGA_TERMICA
17.26,40.1,88.47,942,0.537,2,RISCO_DESPRESSURIZACAO
14.15,36.9,98.69,729,0.134,2,RISCO_DESPRESSURIZACAO
34.13,45.6,101.98,529,0.398,1,SOBRECARGA_TERMICA
9.29,44.9,79.35,821,0.05,2,RISCO_DESPRESSURIZACAO
20.83,49.0,98.18,425,0.415,0,NOMINAL
28.27,44.6,97.37,4328,0.31,3,AR_CRITICO
16.96,40.8,76.65,811,0.539,2,RISCO_DESPRESSURIZACAO
26.53,45.1,101.83,716,0.183,0,NOMINAL
13.95,36.5,85.02,1098,0.446,2,RISCO_DESPRESSURIZACAO
21.12,35.4,101.34,797,0.351,0,NOMINAL
24.6,36.8,101.55,3062,0.432,3,AR_CRITICO
18.88,52.5,93.88,826,0.515,2,RISCO_DESPRESSURIZACAO
42.1,45.7,99.94,1229,0.302,1,SOBRECARGA_TERMICA
35.74,35.7,102.01,788,0.358,1,SOBRECARGA_TERMICA
14.37,44.8,90.39,927,0.348,2,RISCO_DESPRESSURIZACAO
33.45,38.0,101.57,927,0.476,1,SOBRECARGA_TERMICA
